934CE9BA-4E98-49CF-AC5B-DEB4BA1F594C#appfire#592F1808-9070-4273-84AC-76E8966C46BE#appfire#alarm.volume#appfire#100000#appfire##appfire#Alarm Volume#appfire#1#appfire#\N#appfire#2016-01-08 12:36:35#appfire#\N#appfire#2016-01-08 12:36:35#appfire#1
A5E731E5-B816-4A54-AA5B-0075AA1121F1#appfire#592F1808-9070-4273-84AC-76E8966C46BE#appfire#refresh.frequency#appfire#0#appfire#Refresh Time to reload this configuration file In a production environment, if you want to debug a specific component you can change the Alarm Log Levels (for specific Target like File, DB etc) of that specific components. Once the configuration is refreshed new Log Events will be written to the configured Target (File, DB etc). This will help to isolate and troubleshoot a production environment without shutting down the application. #appfire#Refresh Frequency#appfire#1#appfire#\N#appfire#2016-01-08 12:36:35#appfire#\N#appfire#2016-01-08 12:36:35#appfire#1
E18E1F35-796E-4CE4-8D51-E5703B1F7EAE#appfire#592F1808-9070-4273-84AC-76E8966C46BE#appfire#alarm.queue#appfire#0#appfire#Logging Framework is Asynchronous in nature. Log Events goes to the Queue first and connectors takes the event from the queue for processing. Event Queue Type 0 - Circular Queue (RECOMMENDED) 1 - Infinite Queue with Initial Capacity and events will be wrapped in Soft References (JVM will garbage collect these soft references when it runs out of memory). 2 - Infinite Queue (NOT RECOMMENDED)#appfire#Alarm Queue Type#appfire#1#appfire#\N#appfire#2016-01-08 12:36:35#appfire#\N#appfire#2016-01-08 12:36:35#appfire#1
